Epoch,Mean reward,Sharpe,MDD,Turnover,Entropy,Policy loss,Value loss
263,-0.012406851,-5.361572333701584,0.22634123,0.5677298,0.020881300792098045,-2.384186e-10,0.054630797
264,-0.011892891,-4.86628861138831,0.22663163,0.5632452,0.019087132066488266,-4.768372e-10,0.05788965
265,-0.016525459,-5.19417739376899,0.28661782,0.56564635,0.018106773495674133,-2.384186e-10,0.05333612
266,-0.012173839,-4.667363180359593,0.19910188,0.56086344,0.01934468373656273,-2.384186e-10,0.053845715
267,-0.0073868493,-2.6316932838641667,0.15206683,0.5585411,0.01849430799484253,-0.0,0.05287529
268,-0.014974195,-6.068408943846986,0.26370877,0.56259376,0.02589496038854122,-2.384186e-10,0.045688786
269,-0.011496911,-3.9761962478150377,0.20177068,0.5711481,0.020565198734402657,-0.0,0.04517593
270,-0.015247655,-5.1768750388188876,0.2614917,0.56536573,0.020367611199617386,-2.384186e-10,0.045355175
271,-0.018870365,-7.04578923916053,0.31289935,0.56808054,0.021923853084445,4.768372e-10,0.045556523
272,-0.014479863,-5.867959099951078,0.231658,0.5692013,0.019952785223722458,2.384186e-10,0.046305977
273,-0.014425928,-6.2010559989397125,0.2553275,0.5585475,0.02406316250562668,-0.0,0.04333223
274,-0.016160777,-6.331296534492817,0.27570963,0.57218486,0.0245058573782444,-0.0,0.039790023
275,-0.011667358,-4.775996266288362,0.19038573,0.57224876,0.022218525409698486,-9.536744e-10,0.038451046
276,-0.015595557,-8.421308640176223,0.2516069,0.5683501,0.022884022444486618,2.384186e-10,0.041802596
277,-0.012253965,-4.1395666312802994,0.21920982,0.5698426,0.019984057173132896,3.5762787e-10,0.040518414
278,-0.013425915,-4.967054905496083,0.25116855,0.5680948,0.024746902287006378,-4.768372e-10,0.04379179
279,-0.016680777,-6.663087193931833,0.2543472,0.5602671,0.02058706246316433,2.384186e-10,0.04319063
280,-0.01557712,-8.577000728253005,0.24124433,0.55402756,0.019938571378588676,-4.768372e-10,0.03973069
281,-0.013060281,-5.0160412434493225,0.21099389,0.5676911,0.022681791335344315,-0.0,0.041124154
282,-0.0139402505,-5.787150304468386,0.23805289,0.56689,0.02144414559006691,-0.0,0.03984663
283,-0.011761734,-4.09325087906652,0.20517512,0.5795136,0.023715510964393616,-4.768372e-10,0.038692527
284,-0.010254985,-3.6637701280840194,0.21160664,0.57077736,0.025388041511178017,-2.384186e-10,0.033690225
285,-0.007940991,-2.8526979493717284,0.14066155,0.564686,0.0205868910998106,-0.0,0.035427004
286,-0.0063825534,-2.029619250113824,0.17696798,0.5579191,0.019284933805465698,-0.0,0.04200219
287,-0.015645832,-5.876613246956294,0.2764133,0.57140845,0.023993466049432755,-0.0,0.029538935
288,-0.0143424,-5.631009944172302,0.2404058,0.5679505,0.022791069000959396,-0.0,0.027674615
289,-0.008907167,-2.8586627477066258,0.16215114,0.5659319,0.022005373612046242,-0.0,0.029815782
290,-0.008883819,-2.911512991613971,0.19103709,0.5502463,0.022916272282600403,-0.0,0.029810011
291,-0.010022935,-3.6458235365891167,0.1552151,0.55932546,0.023093855008482933,1.192093e-10,0.026304847
292,-0.009785029,-4.34648090538424,0.17439081,0.56459695,0.0235341377556324,-0.0,0.02692688
293,-0.019139146,-8.702780972232468,0.29280993,0.56677514,0.02433628775179386,-0.0,0.025540832
294,-0.0070953025,-2.68331978794404,0.115235776,0.55752283,0.02320949360728264,-0.0,0.02360657
295,-0.013912262,-6.494418177805436,0.24144861,0.56604815,0.022598853334784508,-0.0,0.023936654
296,-0.012473086,-5.032357387968856,0.2177352,0.56734914,0.0210203118622303,2.384186e-10,0.024679057
297,-0.014708342,-5.472547959436181,0.24775174,0.5623078,0.02272210456430912,-1.192093e-10,0.023325438
298,-0.013978405,-5.476927002984799,0.23091403,0.54961985,0.020792651921510696,2.384186e-10,0.023043241
299,-0.0059554325,-2.393499718632453,0.15307719,0.56759816,0.0230774637311697,-2.384186e-10,0.020996716
